"mission","setno","spec","scien","comm","totno","totwgt","totno.corr","totwgt.corr","Strata","YEAR","month","day","dmin","dmax","temperature","salinity","lon","lat","DEPTH","decade","dist"
"ATC1970175",42,23,23,"REDFISH UNSEPARATED",135,32,131.25,31.1111111111111,"476",1970,7,12,77,91,7.75,34.33,-64.43333,43.6,84,197,1.8
"ATC1970175",43,23,23,"REDFISH UNSEPARATED",280,53,233.333333333333,44.1666666666667,"471",1970,7,13,110,116,8.35,34.67,-64.13333,43.78333,113,197,2.1
"ATC1970175",44,23,23,"REDFISH UNSEPARATED",34,9,33.0555555555556,8.75,"471",1970,7,13,125,134,8.44,34.7,-63.98333,43.76667,129.5,197,1.8
"ATC1970175",45,23,23,"REDFISH UNSEPARATED",0,0,0,0,"473",1970,7,13,46,48,3.45,32.84,-64.08333,43.18333,47,197,2.3
"ATC1970175",46,23,23,"REDFISH UNSEPARATED",2,1,1.66666666666667,0.833333333333333,"473",1970,7,13,48,52,3.08,32.25,-64.11667,43.06667,50,197,2.1
"ATC1970175",47,23,23,"REDFISH UNSEPARATED",0,0,0,0,"472",1970,7,13,73,82,6.96,34.07,-63.83333,42.9,77.5,197,1.7
"ATC1970175",48,23,23,"REDFISH UNSEPARATED",15,0,14.5833333333333,0,"478",1970,7,13,118,124,8.09,34.78,-63.61667,42.83333,121,197,1.8
"ATC1970175",49,23,23,"REDFISH UNSEPARATED",0,0,0,0,"472",1970,7,13,99,100,7.85,34.74,-63.58333,42.9,99.5,197,1.9
"ATC1970175",50,23,23,"REDFISH UNSEPARATED",1,0,0.833333333333333,0,"465",1970,7,13,78,86,6.91,34.27,-63.15,43.11667,82,197,2.1
"ATC1970175",51,23,23,"REDFISH UNSEPARATED",0,0,0,0,"465",1970,7,13,82,85,7.4,34.51,-63.16667,43.33333,83.5,197,2
"ATC1970175",52,23,23,"REDFISH UNSEPARATED",2,1,1.84210526315789,0.921052631578947,"460",1970,7,14,62,64,7.07,34.16,-63.41667,43.6,63,197,1.9
"ATC1970175",53,23,23,"REDFISH UNSEPARATED",567,113,583.676470588235,116.323529411765,"461",1970,7,14,130,135,8.21,34.72,-62.98333,43.61667,132.5,197,1.7
"ATC1970175",54,23,23,"REDFISH UNSEPARATED",0,0,0,0,"465",1970,7,14,56,58,5.1,33.4,-62.78333,43.21667,57,197,1.9
"ATC1970175",55,23,23,"REDFISH UNSEPARATED",0,0,0,0,"465",1970,7,14,60,61,5.02,33.46,-62.75,43.15,60.5,197,1.6
"ATC1970175",56,23,23,"REDFISH UNSEPARATED",1,0,0.972222222222222,0,"466",1970,7,14,98,117,6.6,34.8,-62.51667,42.96667,107.5,197,1.8
"ATC1970175",57,23,23,"REDFISH UNSEPARATED",15,5,21.875,7.29166666666667,"466",1970,7,14,192,208,5.99,34.87,-61.83333,42.96667,200,197,1.2
"ATC1970175",58,23,23,"REDFISH UNSEPARATED",2,1,1.75,0.875,"465",1970,7,14,64,70,5.14,33.64,-61.73333,43.06667,67,197,2
"ATC1970175",59,23,23,"REDFISH UNSEPARATED",0,0,0,0,"464",1970,7,15,43,45,2.91,33.19,-61.58333,43.4,44,197,2.2
"ATC1970175",60,23,23,"REDFISH UNSEPARATED",0,0,0,0,"464",1970,7,15,49,50,4.22,33.15,-61.83333,43.36667,49.5,197,2
"ATC1970175",61,23,23,"REDFISH UNSEPARATED",2,0,1.75,0,"462",1970,7,15,50,56,4.91,33.46,-62.13333,43.73333,53,197,2
"ATC1970175",62,23,23,"REDFISH UNSEPARATED",3,0,2.5,0,"463",1970,7,15,46,48,4.34,33.06,-62.45,43.43333,47,197,2.1
"ATC1970175",63,23,23,"REDFISH UNSEPARATED",0,0,0,0,"463",1970,7,15,49,54,4.32,33.08,-62.55,43.46667,51.5,197,1.8
"ATC1970175",64,23,23,"REDFISH UNSEPARATED",0,0,0,0,"465",1970,7,15,55,60,5.46,33.6,-62.68333,43.58333,57.5,197,1.5
"ATC1970175",65,23,23,"REDFISH UNSEPARATED",5,1,4.86111111111111,0.972222222222222,"461",1970,7,15,113,113,8.02,34.7,-62.68333,43.86667,113,197,1.8
"ATC1970175",67,23,23,"REDFISH UNSEPARATED",130,30,103.409090909091,23.8636363636364,"461",1970,7,15,131,135,8.21,34.81,-62.86667,44.1,133,197,2.2
"ATC1970175",68,23,23,"REDFISH UNSEPARATED",230,77,251.5625,84.21875,"460",1970,7,16,95,99,7.77,34.43,-62.96667,44.26667,97,197,1.6
"ATC1970175",69,23,23,"REDFISH UNSEPARATED",210,55,229.6875,60.15625,"470",1970,7,16,92,99,7.71,34.4,-63.41667,44.1,95.5,197,1.6
"ATC1970176",1,23,23,"REDFISH UNSEPARATED",947,192,920.694444444444,186.666666666667,"462",1970,7,20,59,108,6.02,33.78,-62.2,44.31667,83.5,197,1.8
"ATC1970176",2,23,23,"REDFISH UNSEPARATED",369,75,358.75,72.9166666666667,"462",1970,7,20,84,86,6.89,33.96,-61.71667,44.06667,85,197,1.8
"ATC1970176",3,23,23,"REDFISH UNSEPARATED",0,0,0,0,"464",1970,7,20,43,43,3.43,31.69,-61.65,43.96667,43,197,1.9
"ATC1970176",4,23,23,"REDFISH UNSEPARATED",1,0,1.16666666666667,0,"464",1970,7,20,38,42,3.52,32.38,-61.71667,43.81667,40,197,1.5
"ATC1970176",5,23,23,"REDFISH UNSEPARATED",0,0,0,0,"455",1970,7,20,28,33,5.18,31.98,-61.15,43.6,30.5,197,2.4
"ATC1970176",6,23,23,"REDFISH UNSEPARATED",0,0,0,0,"455",1970,7,20,32,32,6.51,31.98,-61.25,43.88333,32,197,2.5
"ATC1970176",7,23,23,"REDFISH UNSEPARATED",0,0,0,0,"456",1970,7,21,43,44,3.95,32.45,-61.13333,44.18333,43.5,197,1.6
"ATC1970176",8,23,23,"REDFISH UNSEPARATED",0,0,0,0,"456",1970,7,21,45,47,3.84,32.72,-61.11667,44.35,46,197,1.7
"ATC1970176",9,23,23,"REDFISH UNSEPARATED",1,0,0.760869565217391,0,"459",1970,7,21,57,62,6.33,33.91,-61.23333,44.43333,59.5,197,2.3
"ATC1970176",10,23,23,"REDFISH UNSEPARATED",1642,245,1596.38888888889,238.194444444444,"459",1970,7,21,81,83,3.19,32.75,-60.88333,44.73333,82,197,1.8
"ATC1970176",11,23,23,"REDFISH UNSEPARATED",0,0,0,0,"458",1970,7,21,33,34,4.73,31.98,-60.71667,44.55,33.5,197,2
"ATC1970176",12,23,23,"REDFISH UNSEPARATED",0,0,0,0,"458",1970,7,21,27,27,5.89,31.85,-60.65,44.66667,27,197,1.6
"ATC1970176",13,23,23,"REDFISH UNSEPARATED",1107,236,1076.25,229.444444444444,"459",1970,7,21,81,118,2.83,32.79,-60.15,44.81667,99.5,197,1.8
"ATC1970176",14,23,23,"REDFISH UNSEPARATED",0,0,0,0,"458",1970,7,22,37,37,4.24,32.09,-60.28333,44.51667,37,197,1.6
"ATC1970176",15,23,23,"REDFISH UNSEPARATED",41,4,39.8611111111111,3.88888888888889,"457",1970,7,22,85,96,4.04,33.6,-59.85,44.16667,90.5,197,1.8
"ATC1970176",16,23,23,"REDFISH UNSEPARATED",0,0,0,0,"456",1970,7,22,32,34,4.48,31.98,-60.06667,44.08333,33,197,1.8
"ATC1970176",17,23,23,"REDFISH UNSEPARATED",560,224,576.470588235294,230.588235294118,"457",1970,7,22,76,87,2.91,32.79,-60.51667,44.33333,81.5,197,1.7
"ATC1970176",18,23,23,"REDFISH UNSEPARATED",0,0,0,0,"456",1970,7,22,32,38,2.72,32.66,-60.53333,44.15,35,197,1.7
"ATC1970176",21,23,23,"REDFISH UNSEPARATED",0,0,0,0,"455",1970,7,22,21,21,7.81,31.65,-60.61667,43.78333,21,197,2
"ATC1970176",22,23,23,"REDFISH UNSEPARATED",0,0,0,0,"455",1970,7,23,23,31,6.42,31.76,-60.45,43.8,27,197,1.8
"ATC1970176",23,23,23,"REDFISH UNSEPARATED",7,0,7.20588235294118,0,"454",1970,7,23,66,73,2.94,32.72,-60.56667,43.41667,69.5,197,1.7
"ATC1970176",24,23,23,"REDFISH UNSEPARATED",0,0,0,0,"455",1970,7,23,34,35,2.7,31.98,-60.33333,43.6,34.5,197,2
"ATC1970176",25,23,23,"REDFISH UNSEPARATED",0,0,0,0,"455",1970,7,23,38,38,3.72,31.98,-60.15,43.65,38,197,2
"ATC1970176",26,23,23,"REDFISH UNSEPARATED",3463,966,3366.80555555556,939.166666666667,"453",1970,7,23,174,187,5.73,34.76,-59.83333,43.53333,180.5,197,1.8
"ATC1970176",27,23,23,"REDFISH UNSEPARATED",0,0,0,0,"455",1970,7,23,27,31,7.87,31.65,-59.63333,43.8,29,197,1.9
"ATC1970176",28,23,23,"REDFISH UNSEPARATED",102,6,93.9473684210526,5.52631578947368,"453",1970,7,23,119,135,7.55,34.83,-59.3,43.65,127,197,1.9
"ATC1970176",29,23,23,"REDFISH UNSEPARATED",0,0,0,0,"454",1970,7,23,64,70,5.15,33.93,-59.3,43.68333,67,197,2.5
"ATC1970176",30,23,23,"REDFISH UNSEPARATED",0,0,0,0,"454",1970,7,24,57,60,4.02,33.28,-59.23333,43.76667,58.5,197,1.5
"ATC1970176",31,23,23,"REDFISH UNSEPARATED",0,0,0,0,"456",1970,7,24,19,22,11.79,31.44,-59.23333,44.01667,20.5,197,1.8
"ATC1970176",32,23,23,"REDFISH UNSEPARATED",246,67,239.166666666667,65.1388888888889,"452",1970,7,24,140,220,5.87,34.74,-59.06667,44.01667,180,197,1.8
"ATC1970176",33,23,23,"REDFISH UNSEPARATED",0,0,0,0,"450",1970,7,24,54,54,5.03,34.22,-58.81667,44.06667,54,197,2.4
"ATC1970176",34,23,23,"REDFISH UNSEPARATED",0,0,0,0,"450",1970,7,24,70,71,8.09,34.52,-58.68333,43.98333,70.5,197,1.8
"ATC1970176",35,23,23,"REDFISH UNSEPARATED",46,3,50.3125,3.28125,"451",1970,7,24,168,177,5.82,34.78,-58.61667,43.93333,172.5,197,1.6
"ATC1970176",36,23,23,"REDFISH UNSEPARATED",0,0,0,0,"448",1970,7,24,33,34,4.03,32.7,-58.68333,44.15,33.5,197,1.8
"ATC1970176",37,23,23,"REDFISH UNSEPARATED",1140,128,867.391304347826,97.3913043478261,"452",1970,7,24,118,118,4.82,34.45,-59.33333,44.35,118,197,2.3
"ATC1970176",38,23,23,"REDFISH UNSEPARATED",0,0,0,0,"448",1970,7,25,32,32,4.06,32.05,-59.26667,44.46667,32,197,1.5
"ATC1970176",39,23,23,"REDFISH UNSEPARATED",48,20,44.2105263157895,18.4210526315789,"444",1970,7,25,61,86,2.32,32.5,-59.73333,45,73.5,197,1.9
"ATC1970176",40,23,23,"REDFISH UNSEPARATED",206,49,189.736842105263,45.1315789473684,"444",1970,7,25,65,98,3.07,32.56,-59.86667,44.75,81.5,197,1.9
"ATC1970176",41,23,23,"REDFISH UNSEPARATED",19,5,22.1666666666667,5.83333333333333,"448",1970,7,26,36,57,2.74,32.52,-59.58333,44.63333,46.5,197,1.5
"ATC1970176",42,23,23,"REDFISH UNSEPARATED",3,1,2.625,0.875,"445",1970,7,26,128,139,2.52,34.52,-59.46667,44.8,133.5,197,2
"ATC1970176",43,23,23,"REDFISH UNSEPARATED",170,54,185.9375,59.0625,"445",1970,7,26,97,105,2.4,32.75,-58.68333,44.66667,101,197,1.6
"ATC1970176",44,23,23,"REDFISH UNSEPARATED",0,0,0,0,"448",1970,7,26,32,34,2.89,32.34,-58.83333,44.51667,33,197,2.1
"ATC1970176",45,23,23,"REDFISH UNSEPARATED",0,0,0,0,"448",1970,7,26,34,34,4.16,32.18,-58.43333,44.51667,34,197,2.2
"ATC1970176",46,23,23,"REDFISH UNSEPARATED",0,0,0,0,"449",1970,7,26,59,59,6.44,33.98,-58.1,44.26667,59,197,1.9
"ATC1970176",47,23,23,"REDFISH UNSEPARATED",78,46,62.0454545454545,36.5909090909091,"449",1970,7,27,60,73,1.18,32.59,-57.33333,44.4,66.5,197,2.2
"ATC1970176",48,23,23,"REDFISH UNSEPARATED",0,0,0,0,"447",1970,7,27,32,33,2.72,32.01,-57.41667,44.6,32.5,197,1.5
"ATC1970176",49,23,23,"REDFISH UNSEPARATED",0,0,0,0,"447",1970,7,27,22,23,7.7,31.58,-57.71667,44.75,22.5,197,2.2
"ATC1970176",50,23,23,"REDFISH UNSEPARATED",0,0,0,0,"447",1970,7,27,32,32,3.73,31.96,-57.91667,44.8,32,197,1.9
"ATC1970176",51,23,23,"REDFISH UNSEPARATED",0,0,0,0,"447",1970,7,27,43,43,2.62,32.32,-58.08333,44.9,43,197,1.6
"ATC1970176",53,23,23,"REDFISH UNSEPARATED",0,0,0,0,"443",1970,7,28,50,50,2.13,32.39,-58.16667,45.2,50,197,1.7
"ATC1970176",54,23,23,"REDFISH UNSEPARATED",0,0,0,0,"443",1970,7,28,39,44,2.07,32.01,-58.5,45.26667,41.5,197,2
"ATC1970176",55,23,23,"REDFISH UNSEPARATED",0,0,0,0,"443",1970,7,28,41,43,1.86,32.09,-58.75,45.1,42,197,2
"ATC1970176",56,23,23,"REDFISH UNSEPARATED",0,0,0,0,"443",1970,7,28,39,39,1.97,32.07,-58.8,45.41667,39,197,1.8
"ATC1970176",57,23,23,"REDFISH UNSEPARATED",352,374,410.666666666667,436.333333333333,"445",1970,7,28,189,206,3.72,33.62,-58.2,45.63333,197.5,197,1.5
"ATC1970176",58,23,23,"REDFISH UNSEPARATED",5,1,5.46875,1.09375,"444",1970,7,28,60,71,2.6,32.95,-58.06667,45.6,65.5,197,1.6
"ATC1970176",59,23,23,"REDFISH UNSEPARATED",222,93,228.529411764706,95.7352941176471,"446",1970,7,28,140,146,5.32,34.45,-58.18333,45.85,143,197,1.7
"ATC1970176",60,23,23,"REDFISH UNSEPARATED",312,152,364,177.333333333333,"446",1970,7,29,165,170,5.12,34.54,-58.35,45.96667,167.5,197,1.5
"ATC1970176",61,23,23,"REDFISH UNSEPARATED",302,168,330.3125,183.75,"440",1970,7,29,198,200,4.65,34.74,-58.36667,46.03333,199,197,1.6
"ATC1970176",62,23,23,"REDFISH UNSEPARATED",45,14,60.5769230769231,18.8461538461538,"445",1970,7,29,129,173,4.22,33.98,-58.5,45.8,151,197,1.3
"ATC1970176",63,23,23,"REDFISH UNSEPARATED",61,45,71.1666666666667,52.5,"445",1970,7,29,145,145,3.79,33.68,-58.98333,45.68333,145,197,1.5
"ATC1970176",64,23,23,"REDFISH UNSEPARATED",0,0,0,0,"442",1970,7,29,44,45,2.53,32.05,-59.51667,45.85,44.5,197,2
"ATC1970176",65,23,23,"REDFISH UNSEPARATED",381,183,370.416666666667,177.916666666667,"440",1970,7,29,179,184,4.81,34.61,-58.9,46.35,181.5,197,1.8
"ATC1970176",66,23,23,"REDFISH UNSEPARATED",577,281,631.09375,307.34375,"440",1970,7,30,168,179,4.81,34.88,-59.1,46.43333,173.5,197,1.6
"ATC1970176",67,23,23,"REDFISH UNSEPARATED",154,33,149.722222222222,32.0833333333333,"441",1970,7,30,82,87,3.67,33.66,-59.41667,46.51667,84.5,197,1.8
"ATC1970176",68,23,23,"REDFISH UNSEPARATED",0,0,0,0,"441",1970,7,30,62,65,3.39,33.55,-59.48333,46.38333,63.5,197,2
"ATC1970176",69,23,23,"REDFISH UNSEPARATED",0,0,0,0,"442",1970,7,30,24,28,5.1,NA,-59.93333,46.31667,26,197,1.8
"ATC1970176",70,23,23,"REDFISH UNSEPARATED",0,0,0,0,"442",1970,7,30,27,28,5.43,31.06,-59.98333,46.43333,27.5,197,1.8
"ATC1970176",71,23,23,"REDFISH UNSEPARATED",15,1,13.125,0.875,"441",1970,7,30,60,64,2.58,33.12,-60,46.65,62,197,2
"ATC1970176",72,23,23,"REDFISH UNSEPARATED",166,64,161.388888888889,62.2222222222222,"440",1970,7,30,129,130,5.1,34.27,-60.05,47.06667,129.5,197,1.8
"ATC1970176",73,23,23,"REDFISH UNSEPARATED",108,42,111.176470588235,43.2352941176471,"441",1970,7,30,80,86,3.43,33.57,-60.3,47.05,83,197,1.7
"ATC1971188",1,23,23,"REDFISH UNSEPARATED",0,0,0,0,"493",1971,6,29,38,42,7.09,32,-66.91667,44.65,40,197,2.2
"ATC1971188",2,23,23,"REDFISH UNSEPARATED",0,0,0,0,"493",1971,6,29,32,38,6.51,31.91,-66.55,45,35,197,2.2
"ATC1971188",3,23,23,"REDFISH UNSEPARATED",8,2,7.77777777777778,1.94444444444444,"492",1971,6,29,58,60,6.45,32.23,-66.15,44.93333,59,197,1.8
"ATC1971188",4,23,23,"REDFISH UNSEPARATED",2,1,1.94444444444444,0.972222222222222,"494",1971,6,30,23,25,9.4,30.79,-65.31667,45.4,24,197,1.8
"ATC1971188",5,23,23,"REDFISH UNSEPARATED",0,0,0,0,"494",1971,6,30,25,26,9.42,30.79,-65.23333,45.4,25.5,197,1.5
"ATC1971188",6,23,23,"REDFISH UNSEPARATED",0,0,0,0,"495",1971,6,30,41,43,8.1,31.42,-65.43333,45.13333,42,197,2.5
"ATC1971188",7,23,23,"REDFISH UNSEPARATED",0,0,0,0,"495",1971,6,30,39,40,7.88,31.87,-65.7,44.83333,39.5,197,1.8
"ATC1971188",8,23,23,"REDFISH UNSEPARATED",6,2,5.25,1.75,"490",1971,6,30,38,55,7.9,32,-65.98333,44.65,46.5,197,2
"ATC1971188",9,23,23,"REDFISH UNSEPARATED",4,1,3.04347826086957,0.760869565217391,"491",1971,6,30,55,59,6.6,32.4,-66.15,44.61667,57,197,2.3
"ATC1971188",10,23,23,"REDFISH UNSEPARATED",0,0,0,0,"491",1971,7,1,96,99,6.81,33.53,-66.83333,44.18333,97.5,197,1.8
"ATC1971188",11,23,23,"REDFISH UNSEPARATED",0,0,0,0,"492",1971,7,1,72,80,7.12,33.68,-67.16667,44.08333,76,197,1.8
"ATC1971188",12,23,23,"REDFISH UNSEPARATED",15,8,16.40625,8.75,"484",1971,7,1,116,118,7.32,34.09,-67.5,44.03333,117,197,1.6
"ATC1971188",13,23,23,"REDFISH UNSEPARATED",1,1,1.16666666666667,1.16666666666667,"485",1971,7,1,72,80,6.96,33.49,-66.8,43.81667,76,197,1.5
"ATC1971188",14,23,23,"REDFISH UNSEPARATED",0,0,0,0,"490",1971,7,1,27,33,6.99,32.34,-66.35,43.78333,30,197,1.5
"ATC1971188",15,23,23,"REDFISH UNSEPARATED",0,0,0,0,"485",1971,7,1,64,78,6.91,33.22,-66.66667,43.7,71,197,1.7
"ATC1971188",16,23,23,"REDFISH UNSEPARATED",38,22,33.25,19.25,"484",1971,7,2,110,114,7.99,34.25,-66.83333,43.45,112,197,2
"ATC1971188",17,23,23,"REDFISH UNSEPARATED",2,2,1.75,1.75,"481",1971,7,2,61,92,7.52,33.66,-66.7,42.73333,76.5,197,2
"ATC1971188",18,23,23,"REDFISH UNSEPARATED",160,79,140,69.125,"483",1971,7,2,163,166,7.62,34.45,-67.08333,42.6,164.5,197,2
"ATC1971188",19,23,23,"REDFISH UNSEPARATED",80,69,70,60.375,"483",1971,7,2,180,186,7.2,34.65,-66.83333,42.4,183,197,2
"ATC1971188",20,23,23,"REDFISH UNSEPARATED",0,0,0,0,"482",1971,7,2,110,112,8.66,34.54,-66.21667,42.53333,111,197,1.9
"ATC1971188",21,23,23,"REDFISH UNSEPARATED",0,0,0,0,"480",1971,7,2,39,41,6.72,33.06,-66.01667,42.61667,40,197,2
"ATC1971188",22,23,23,"REDFISH UNSEPARATED",0,0,0,0,"480",1971,7,3,46,47,7.37,33.58,-65.73333,42.48333,46.5,197,1.8
"ATC1971188",23,23,23,"REDFISH UNSEPARATED",0,0,0,0,"480",1971,7,3,47,50,5.47,32.65,-65.73333,42.66667,48.5,197,2
"ATC1971188",24,23,23,"REDFISH UNSEPARATED",0,0,0,0,"480",1971,7,3,39,40,6.53,32.07,-66.01667,42.7,39.5,197,1.6
"ATC1971188",26,23,23,"REDFISH UNSEPARATED",0,0,0,0,"481",1971,7,5,58,64,10.03,35.07,-65.65,42.33333,61,197,1.6
"ATC1971188",28,23,23,"REDFISH UNSEPARATED",10,0,11.6666666666667,0,"478",1971,7,5,155,176,5.1,34.75,-65.16667,42.3,165.5,197,1.5
"ATC1971188",29,23,23,"REDFISH UNSEPARATED",0,0,0,0,"481",1971,7,5,58,60,5.07,32.99,-65.26667,42.46667,59,197,2.2
"ATC1971188",30,23,23,"REDFISH UNSEPARATED",0,0,0,0,"477",1971,7,6,71,74,9.07,34.67,-64.6,42.6,72.5,197,2
"ATC1971188",31,23,23,"REDFISH UNSEPARATED",0,0,0,0,"475",1971,7,6,46,50,3.34,32.21,-64.91667,42.95,48,197,1.8
"ATC1971188",32,23,23,"REDFISH UNSEPARATED",0,0,0,0,"475",1971,7,6,46,51,3.82,32.38,-64.81667,43.06667,48.5,197,2.2
"ATC1971188",33,23,23,"REDFISH UNSEPARATED",4,2,3.88888888888889,1.94444444444444,"476",1971,7,6,72,78,5.65,33.4,-64.91667,43.06667,75,197,1.8
"ATC1971188",34,23,23,"REDFISH UNSEPARATED",0,0,0,0,"476",1971,7,6,59,64,3.69,32.92,-64.81667,43.23333,61.5,197,1.8
"ATC1971188",37,23,23,"REDFISH UNSEPARATED",0,0,0,0,"474",1971,7,6,44,47,2.88,32.25,-64.83333,43.31667,45.5,197,2
"ATC1971188",38,23,23,"REDFISH UNSEPARATED",0,0,0,0,"474",1971,7,7,44,49,3.49,32.29,-64.75,43.51667,46.5,197,1.8
"ATC1971188",39,23,23,"REDFISH UNSEPARATED",322,64,352.1875,70,"470",1971,7,7,92,98,7.93,34.4,-64.3,43.71667,95,197,1.6
